week,game_date,quarter_seconds_remaining,field_goal_result,kick_distance,score_differential,kicker_player_name,kicker_player_id,season,made
1,1999-09-12,900.0,made,31.0,-21.0,C.Jacke,00-0008080,1999,1
1,1999-09-12,401.0,made,25.0,-18.0,C.Jacke,00-0008080,1999,1
1,1999-09-12,4.0,made,25.0,15.0,N.Johnson,00-0008593,1999,1
1,1999-09-12,900.0,made,32.0,-12.0,C.Jacke,00-0008080,1999,1
1,1999-09-12,4.0,made,31.0,-2.0,C.Jacke,00-0008080,1999,1
1,1999-09-12,900.0,made,36.0,-7.0,S.Christie,00-0002975,1999,1
1,1999-09-12,21.0,made,29.0,-11.0,S.Christie,00-0002975,1999,1
1,1999-09-12,900.0,blocked,45.0,8.0,M.Vanderjagt,00-0016830,1999,0
1,1999-09-12,900.0,made,35.0,7.0,M.Vanderjagt,00-0016830,1999,1
1,1999-09-12,900.0,made,46.0,7.0,D.Brien,00-0001759,1999,1
1,1999-09-12,104.0,made,52.0,-3.0,J.Kasay,00-0009028,1999,1
1,1999-09-12,488.0,made,21.0,0.0,D.Brien,00-0001759,1999,1
1,1999-09-12,422.0,missed,53.0,-9.0,J.Kasay,00-0009028,1999,0
1,1999-09-12,847.0,made,50.0,9.0,A.Del Greco,00-0004147,1999,1
1,1999-09-12,900.0,made,33.0,3.0,D.Pelfrey,00-0012742,1999,1
1,1999-09-12,566.0,made,38.0,6.0,D.Pelfrey,00-0012742,1999,1
1,1999-09-12,12.0,made,33.0,-2.0,A.Del Greco,00-0004147,1999,1
1,1999-09-12,358.0,made,25.0,-7.0,B.Conway,00-0003395,1999,1
1,1999-09-12,351.0,made,42.0,-4.0,B.Conway,00-0003395,1999,1
1,1999-09-12,802.0,made,51.0,0.0,J.Hanson,00-0006800,1999,1
1,1999-09-12,461.0,missed,32.0,-3.0,T.Peterson,00-0012875,1999,0
1,1999-09-12,431.0,made,49.0,5.0,J.Hanson,00-0006800,1999,1
1,1999-09-12,900.0,made,27.0,0.0,P.Stoyanovich,00-0015791,1999,1
1,1999-09-12,900.0,made,21.0,4.0,B.Gowins,00-0006182,1999,1
1,1999-09-12,341.0,made,24.0,7.0,B.Gowins,00-0006182,1999,1
1,1999-09-12,301.0,missed,38.0,-10.0,P.Stoyanovich,00-0015791,1999,0
1,1999-09-13,900.0,blocked,44.0,7.0,J.Elam,00-0004811,1999,0
1,1999-09-13,7.0,made,37.0,7.0,O.Mare,00-0010373,1999,1
1,1999-09-13,367.0,missed,41.0,-17.0,J.Elam,00-0004811,1999,0
1,1999-09-12,353.0,blocked,26.0,0.0,G.Anderson,00-0000313,1999,0
1,1999-09-12,691.0,made,36.0,7.0,G.Anderson,00-0000313,1999,1
1,1999-09-12,419.0,missed,35.0,-10.0,M.Andersen,00-0000282,1999,0
1,1999-09-12,437.0,missed,30.0,3.0,G.Anderson,00-0000313,1999,0
1,1999-09-12,238.0,missed,39.0,-3.0,M.Andersen,00-0000282,1999,0
1,1999-09-12,900.0,made,33.0,0.0,A.Vinatieri,00-0016919,1999,1
1,1999-09-12,571.0,made,21.0,8.0,A.Vinatieri,00-0016919,1999,1
1,1999-09-12,7.0,made,23.0,-1.0,A.Vinatieri,00-0016919,1999,1
1,1999-09-12,900.0,made,23.0,-7.0,M.Gramatica,00-0006223,1999,1
1,1999-09-12,211.0,made,36.0,-4.0,M.Gramatica,00-0006223,1999,1
1,1999-09-12,826.0,made,36.0,1.0,B.Daluiso,00-0003841,1999,1
1,1999-09-12,783.0,missed,47.0,0.0,M.Husted,00-0007983,1999,0
1,1999-09-12,184.0,made,41.0,-7.0,M.Husted,00-0007983,1999,1
1,1999-09-12,4.0,missed,48.0,3.0,M.Husted,00-0007983,1999,0
1,1999-09-12,900.0,made,19.0,7.0,K.Brown,00-0001980,1999,1
1,1999-09-12,6.0,made,28.0,17.0,K.Brown,00-0001980,1999,1
1,1999-09-12,900.0,made,19.0,26.0,K.Brown,00-0001980,1999,1
1,1999-09-12,611.0,made,42.0,0.0,W.Richey,00-0013699,1999,1
1,1999-09-12,458.0,made,41.0,-3.0,M.Hollis,00-0007622,1999,1
1,1999-09-12,113.0,made,32.0,0.0,M.Hollis,00-0007622,1999,1
1,1999-09-12,827.0,made,50.0,3.0,M.Hollis,00-0007622,1999,1
1,1999-09-12,900.0,made,42.0,21.0,M.Hollis,00-0007622,1999,1
2,1999-09-19,674.0,made,39.0,0.0,O.Mare,00-0010373,1999,1
2,1999-09-19,900.0,made,51.0,3.0,O.Mare,00-0010373,1999,1
2,1999-09-19,849.0,made,36.0,-6.0,C.Jacke,00-0008080,1999,1
2,1999-09-19,403.0,made,44.0,-3.0,C.Jacke,00-0008080,1999,1
2,1999-09-19,636.0,made,38.0,0.0,C.Jacke,00-0008080,1999,1
2,1999-09-19,552.0,made,48.0,-3.0,O.Mare,00-0010373,1999,1
2,1999-09-19,289.0,made,44.0,0.0,O.Mare,00-0010373,1999,1
2,1999-09-19,900.0,missed,32.0,-3.0,C.Jacke,00-0008080,1999,0
2,1999-09-19,79.0,missed,42.0,3.0,O.Mare,00-0010373,1999,0
2,1999-09-20,671.0,made,23.0,0.0,R.Cunningham,00-0003762,1999,1
2,1999-09-20,437.0,missed,49.0,-3.0,M.Andersen,00-0000282,1999,0
2,1999-09-20,310.0,missed,47.0,17.0,R.Cunningham,00-0003762,1999,0
2,1999-09-19,529.0,made,41.0,-9.0,P.Dawson,00-0004091,1999,1
2,1999-09-19,778.0,made,35.0,13.0,A.Del Greco,00-0004147,1999,1
2,1999-09-19,184.0,missed,44.0,17.0,A.Del Greco,00-0004147,1999,0
2,1999-09-19,900.0,made,50.0,0.0,J.Elam,00-0004811,1999,1
2,1999-09-19,487.0,made,19.0,-3.0,P.Stoyanovich,00-0015791,1999,1
2,1999-09-19,15.0,made,42.0,0.0,P.Stoyanovich,00-0015791,1999,1
2,1999-09-19,503.0,made,44.0,10.0,P.Stoyanovich,00-0015791,1999,1
2,1999-09-19,137.0,made,27.0,13.0,P.Stoyanovich,00-0015791,1999,1
2,1999-09-19,662.0,made,45.0,0.0,R.Longwell,00-0010072,1999,1
2,1999-09-19,21.0,made,24.0,-11.0,R.Longwell,00-0010072,1999,1
2,1999-09-19,477.0,made,48.0,5.0,J.Hanson,00-0006800,1999,1
2,1999-09-19,90.0,made,26.0,0.0,A.Vinatieri,00-0016919,1999,1
2,1999-09-19,736.0,made,36.0,0.0,M.Hollis,00-0007622,1999,1
2,1999-09-19,900.0,made,40.0,3.0,M.Hollis,00-0007622,1999,1
2,1999-09-19,683.0,made,31.0,-2.0,M.Hollis,00-0007622,1999,1
2,1999-09-19,278.0,missed,49.0,1.0,M.Hollis,00-0007622,1999,0
2,1999-09-19,299.0,missed,44.0,0.0,S.Christie,00-0002975,1999,0
2,1999-09-19,900.0,missed,45.0,0.0,S.Christie,00-0002975,1999,0
2,1999-09-19,553.0,made,31.0,-14.0,J.Hall,00-0006662,1999,1
2,1999-09-19,130.0,made,35.0,11.0,S.Christie,00-0002975,1999,1
2,1999-09-19,900.0,missed,50.0,0.0,G.Anderson,00-0000313,1999,0
2,1999-09-19,900.0,made,36.0,-7.0,M.Husted,00-0007983,1999,1
2,1999-09-19,694.0,made,36.0,4.0,G.Anderson,00-0000313,1999,1
2,1999-09-19,212.0,blocked,42.0,7.0,G.Anderson,00-0000313,1999,0
2,1999-09-19,41.0,made,37.0,-7.0,M.Husted,00-0007983,1999,1
2,1999-09-19,517.0,made,42.0,3.0,M.Husted,00-0007983,1999,1
2,1999-09-19,86.0,made,45.0,-7.0,M.Stover,00-0015784,1999,1
2,1999-09-19,433.0,made,32.0,4.0,K.Brown,00-0001980,1999,1
2,1999-09-19,746.0,made,28.0,-7.0,M.Stover,00-0015784,1999,1
2,1999-09-19,163.0,made,28.0,4.0,K.Brown,00-0001980,1999,1
2,1999-09-19,5.0,made,36.0,0.0,K.Brown,00-0001980,1999,1
2,1999-09-19,642.0,made,27.0,-7.0,J.Carney,00-0002655,1999,1
2,1999-09-19,441.0,made,23.0,-4.0,J.Carney,00-0002655,1999,1
2,1999-09-19,575.0,made,21.0,21.0,J.Carney,00-0002655,1999,1
2,1999-09-19,900.0,made,42.0,24.0,J.Carney,00-0002655,1999,1
2,1999-09-19,462.0,missed,50.0,0.0,B.Gowins,00-0006182,1999,0
2,1999-09-19,504.0,made,29.0,7.0,B.Gowins,00-0006182,1999,1
2,1999-09-19,294.0,made,43.0,10.0,B.Gowins,00-0006182,1999,1
2,1999-09-19,13.0,missed,48.0,-1.0,B.Gowins,00-0006182,1999,0
2,1999-09-19,448.0,made,39.0,-7.0,N.Johnson,00-0008593,1999,1
2,1999-09-19,538.0,made,51.0,2.0,M.Gramatica,00-0006223,1999,1
2,1999-09-19,472.0,made,24.0,5.0,M.Gramatica,00-0006223,1999,1
2,1999-09-19,19.0,missed,26.0,-8.0,N.Johnson,00-0008593,1999,0
2,1999-09-19,791.0,missed,50.0,-14.0,N.Johnson,00-0008593,1999,0
2,1999-09-19,838.0,made,48.0,19.0,B.Conway,00-0003395,1999,1
3,1999-09-26,900.0,missed,48.0,0.0,J.Jaeger,00-0008231,1999,0
3,1999-09-26,116.0,made,52.0,0.0,J.Jaeger,00-0008231,1999,1
3,1999-09-26,261.0,missed,46.0,3.0,J.Jaeger,00-0008231,1999,0
3,1999-09-26,900.0,made,47.0,-3.0,M.Husted,00-0007983,1999,1
3,1999-09-26,900.0,missed,48.0,0.0,D.Pelfrey,00-0012742,1999,0
3,1999-09-26,447.0,made,48.0,7.0,J.Kasay,00-0009028,1999,1
3,1999-09-26,68.0,missed,38.0,-10.0,D.Pelfrey,00-0012742,1999,0
3,1999-09-26,8.0,made,21.0,10.0,J.Kasay,00-0009028,1999,1
3,1999-09-26,811.0,missed,31.0,-13.0,D.Pelfrey,00-0012742,1999,0
3,1999-09-26,443.0,made,40.0,-13.0,D.Pelfrey,00-0012742,1999,1
3,1999-09-26,405.0,made,44.0,0.0,M.Stover,00-0015784,1999,1
3,1999-09-26,883.0,made,49.0,-10.0,P.Dawson,00-0004091,1999,1
3,1999-09-26,900.0,made,38.0,0.0,M.Gramatica,00-0006223,1999,1
3,1999-09-26,7.0,made,35.0,3.0,M.Gramatica,00-0006223,1999,1
3,1999-09-26,900.0,made,44.0,-6.0,J.Elam,00-0004811,1999,1
3,1999-09-26,9.0,made,51.0,7.0,P.Stoyanovich,00-0015791,1999,1
3,1999-09-26,900.0,missed,36.0,0.0,M.Vanderjagt,00-0016830,1999,0
3,1999-09-26,712.0,made,35.0,0.0,M.Vanderjagt,00-0016830,1999,1
3,1999-09-26,8.0,missed,55.0,-6.0,M.Vanderjagt,00-0016830,1999,0
3,1999-09-26,900.0,made,50.0,6.0,J.Carney,00-0002655,1999,1
3,1999-09-26,506.0,made,42.0,-9.0,M.Vanderjagt,00-0016830,1999,1
3,1999-09-26,900.0,made,28.0,-7.0,R.Longwell,00-0010072,1999,1
3,1999-09-26,54.0,made,34.0,-3.0,G.Anderson,00-0000313,1999,1
3,1999-09-26,900.0,made,22.0,0.0,G.Anderson,00-0000313,1999,1
3,1999-09-26,548.0,made,35.0,-3.0,R.Longwell,00-0010072,1999,1
3,1999-09-26,612.0,made,34.0,0.0,R.Longwell,00-0010072,1999,1
3,1999-09-26,823.0,made,38.0,0.0,A.Vinatieri,00-0016919,1999,1
3,1999-09-26,410.0,made,19.0,3.0,A.Vinatieri,00-0016919,1999,1
3,1999-09-26,900.0,missed,41.0,-6.0,B.Daluiso,00-0003841,1999,0
3,1999-09-26,197.0,made,41.0,6.0,A.Vinatieri,00-0016919,1999,1
3,1999-09-26,754.0,made,24.0,0.0,S.Christie,00-0002975,1999,1
3,1999-09-26,454.0,made,29.0,3.0,S.Christie,00-0002975,1999,1
3,1999-09-26,214.0,made,19.0,6.0,S.Christie,00-0002975,1999,1
3,1999-09-26,70.0,missed,50.0,-16.0,N.Johnson,00-0008593,1999,0
3,1999-09-26,3.0,made,36.0,16.0,S.Christie,00-0002975,1999,1
3,1999-09-26,2.0,missed,49.0,26.0,S.Christie,00-0002975,1999,0
3,1999-09-26,418.0,made,45.0,14.0,T.Peterson,00-0012875,1999,1
3,1999-09-26,724.0,made,51.0,17.0,T.Peterson,00-0012875,1999,1
3,1999-09-26,488.0,made,41.0,20.0,T.Peterson,00-0012875,1999,1
3,1999-09-26,7.0,made,26.0,23.0,T.Peterson,00-0012875,1999,1
3,1999-09-26,400.0,missed,30.0,26.0,T.Peterson,00-0012875,1999,0
3,1999-09-26,769.0,made,33.0,-26.0,K.Brown,00-0001980,1999,1
3,1999-09-26,547.0,made,38.0,23.0,T.Peterson,00-0012875,1999,1
3,1999-09-27,763.0,made,33.0,14.0,W.Richey,00-0013699,1999,1
3,1999-09-27,223.0,made,43.0,-10.0,C.Jacke,00-0008080,1999,1
3,1999-09-26,449.0,made,42.0,0.0,M.Hollis,00-0007622,1999,1
3,1999-09-26,736.0,made,44.0,-10.0,A.Del Greco,00-0004147,1999,1
3,1999-09-26,584.0,made,48.0,-7.0,A.Del Greco,00-0004147,1999,1
3,1999-09-26,679.0,made,26.0,-7.0,B.Conway,00-0003395,1999,1
3,1999-09-26,696.0,made,50.0,3.0,B.Conway,00-0003395,1999,1
3,1999-09-26,781.0,made,37.0,1.0,J.Hall,00-0006662,1999,1
3,1999-09-26,118.0,made,34.0,-10.0,J.Hall,00-0006662,1999,1
4,1999-10-03,135.0,missed,24.0,28.0,T.Gowin,00-0006181,1999,0
4,1999-10-03,634.0,missed,33.0,0.0,M.Andersen,00-0000282,1999,0
4,1999-10-03,820.0,missed,38.0,0.0,M.Stover,00-0015784,1999,0
4,1999-10-03,543.0,made,38.0,0.0,M.Stover,00-0015784,1999,1
4,1999-10-03,83.0,made,41.0,-3.0,M.Andersen,00-0000282,1999,1
4,1999-10-03,18.0,made,35.0,0.0,M.Andersen,00-0000282,1999,1
4,1999-10-03,618.0,made,26.0,-3.0,M.Stover,00-0015784,1999,1
4,1999-10-04,838.0,made,26.0,0.0,S.Christie,00-0002975,1999,1
4,1999-10-04,491.0,made,30.0,-3.0,O.Mare,00-0010373,1999,1
4,1999-10-04,166.0,made,44.0,0.0,O.Mare,00-0010373,1999,1
4,1999-10-04,900.0,made,52.0,-3.0,S.Christie,00-0002975,1999,1
4,1999-10-04,3.0,made,26.0,-7.0,O.Mare,00-0010373,1999,1
4,1999-10-04,900.0,made,26.0,-4.0,O.Mare,00-0010373,1999,1
4,1999-10-04,503.0,made,31.0,8.0,S.Christie,00-0002975,1999,1
4,1999-10-03,623.0,made,43.0,14.0,J.Kasay,00-0009028,1999,1
4,1999-10-03,621.0,missed,52.0,-11.0,J.Kasay,00-0009028,1999,0
4,1999-10-03,190.0,made,43.0,-11.0,J.Kasay,00-0009028,1999,1
4,1999-10-03,900.0,made,42.0,-8.0,J.Kasay,00-0009028,1999,1
4,1999-10-03,10.0,made,31.0,-1.0,B.Conway,00-0003395,1999,1
4,1999-10-03,10.0,made,48.0,-7.0,K.Brown,00-0001980,1999,1
4,1999-10-03,570.0,made,27.0,4.0,M.Hollis,00-0007622,1999,1
4,1999-10-03,590.0,made,41.0,7.0,M.Hollis,00-0007622,1999,1
4,1999-10-03,900.0,missed,47.0,14.0,P.Stoyanovich,00-0015791,1999,0
4,1999-10-03,533.0,missed,38.0,0.0,P.Dawson,00-0004091,1999,0
4,1999-10-03,900.0,made,22.0,-7.0,A.Vinatieri,00-0016919,1999,1
4,1999-10-03,30.0,made,21.0,-4.0,A.Vinatieri,00-0016919,1999,1
4,1999-10-03,553.0,missed,42.0,6.0,A.Vinatieri,00-0016919,1999,0
4,1999-10-03,341.0,made,30.0,7.0,D.Brien,00-0001759,1999,1
4,1999-10-03,848.0,missed,32.0,-10.0,J.Jaeger,00-0008231,1999,0
4,1999-10-03,768.0,made,26.0,0.0,J.Elam,00-0004811,1999,1
4,1999-10-03,112.0,missed,43.0,-3.0,J.Hall,00-0006662,1999,0
4,1999-10-03,23.0,made,51.0,3.0,J.Elam,00-0004811,1999,1
4,1999-10-03,278.0,made,28.0,-7.0,T.Peterson,00-0012875,1999,1
4,1999-10-03,201.0,made,29.0,-5.0,T.Peterson,00-0012875,1999,1
4,1999-10-03,850.0,made,45.0,-2.0,T.Peterson,00-0012875,1999,1
4,1999-10-03,4.0,missed,61.0,-1.0,M.Husted,00-0007983,1999,0
4,1999-10-03,10.0,made,35.0,-2.0,B.Daluiso,00-0003841,1999,1
4,1999-10-03,900.0,made,25.0,1.0,B.Daluiso,00-0003841,1999,1
4,1999-10-03,282.0,made,26.0,-4.0,N.Johnson,00-0008593,1999,1
4,1999-10-03,900.0,made,32.0,-1.0,N.Johnson,00-0008593,1999,1
4,1999-10-03,757.0,made,23.0,-2.0,B.Daluiso,00-0003841,1999,1
4,1999-10-03,834.0,made,36.0,0.0,D.Pelfrey,00-0012742,1999,1
4,1999-10-03,35.0,missed,33.0,-18.0,D.Pelfrey,00-0012742,1999,0
4,1999-10-03,900.0,made,19.0,32.0,J.Wilkins,00-0017693,1999,1
4,1999-10-03,900.0,blocked,37.0,14.0,G.Anderson,00-0000313,1999,0
4,1999-10-03,270.0,made,21.0,0.0,A.Del Greco,00-0004147,1999,1
4,1999-10-03,248.0,made,22.0,-4.0,A.Del Greco,00-0004147,1999,1
4,1999-10-03,900.0,made,39.0,1.0,W.Richey,00-0013699,1999,1
4,1999-10-03,415.0,made,28.0,-11.0,A.Del Greco,00-0004147,1999,1
5,1999-10-10,900.0,missed,28.0,-7.0,D.Brien,00-0001759,1999,0
5,1999-10-10,792.0,made,42.0,-7.0,D.Brien,00-0001759,1999,1
5,1999-10-10,497.0,missed,49.0,3.0,D.Brien,00-0001759,1999,0
5,1999-10-10,900.0,made,36.0,-3.0,M.Andersen,00-0000282,1999,1
5,1999-10-10,754.0,made,44.0,0.0,M.Andersen,00-0000282,1999,1
5,1999-10-10,495.0,made,44.0,0.0,M.Stover,00-0015784,1999,1
5,1999-10-10,827.0,made,46.0,-4.0,M.Stover,00-0015784,1999,1
5,1999-10-10,765.0,made,50.0,-1.0,M.Stover,00-0015784,1999,1
5,1999-10-10,316.0,made,26.0,-7.0,G.Anderson,00-0000313,1999,1
5,1999-10-10,900.0,made,40.0,-4.0,G.Anderson,00-0000313,1999,1
5,1999-10-10,892.0,missed,49.0,1.0,J.Jaeger,00-0008231,1999,0
5,1999-10-10,468.0,made,23.0,-1.0,G.Anderson,00-0000313,1999,1
5,1999-10-10,380.0,missed,48.0,-2.0,J.Jaeger,00-0008231,1999,0
5,1999-10-10,4.0,made,26.0,-5.0,G.Anderson,00-0000313,1999,1
5,1999-10-10,467.0,made,34.0,-9.0,G.Anderson,00-0000313,1999,1
5,1999-10-10,900.0,made,41.0,6.0,J.Jaeger,00-0008231,1999,1
5,1999-10-10,461.0,missed,37.0,9.0,J.Jaeger,00-0008231,1999,0
5,1999-10-10,724.0,made,27.0,0.0,D.Pelfrey,00-0012742,1999,1
5,1999-10-10,502.0,made,26.0,3.0,D.Pelfrey,00-0012742,1999,1
5,1999-10-10,900.0,made,33.0,2.0,P.Dawson,00-0004091,1999,1
5,1999-10-10,555.0,made,42.0,0.0,R.Cunningham,00-0003762,1999,1
5,1999-10-10,820.0,made,48.0,-10.0,N.Johnson,00-0008593,1999,1
5,1999-10-10,708.0,missed,50.0,7.0,R.Cunningham,00-0003762,1999,0
5,1999-10-10,466.0,made,31.0,-7.0,N.Johnson,00-0008593,1999,1
5,1999-10-10,538.0,made,48.0,0.0,J.Elam,00-0004811,1999,1
5,1999-10-10,421.0,made,47.0,3.0,J.Elam,00-0004811,1999,1
5,1999-10-10,62.0,missed,53.0,-6.0,M.Husted,00-0007983,1999,0
5,1999-10-10,455.0,made,47.0,-6.0,M.Husted,00-0007983,1999,1
5,1999-10-10,900.0,made,19.0,-3.0,M.Husted,00-0007983,1999,1
5,1999-10-10,742.0,made,26.0,0.0,J.Elam,00-0004811,1999,1
5,1999-10-11,546.0,made,32.0,7.0,M.Hollis,00-0007622,1999,1
5,1999-10-11,120.0,made,33.0,-10.0,J.Hall,00-0006662,1999,1
5,1999-10-11,819.0,made,44.0,7.0,M.Hollis,00-0007622,1999,1
5,1999-10-11,900.0,made,42.0,-10.0,J.Hall,00-0006662,1999,1
5,1999-10-11,114.0,made,21.0,7.0,M.Hollis,00-0007622,1999,1
5,1999-10-10,900.0,made,41.0,0.0,M.Vanderjagt,00-0016830,1999,1
5,1999-10-10,116.0,made,37.0,-3.0,O.Mare,00-0010373,1999,1
5,1999-10-10,811.0,made,27.0,0.0,O.Mare,00-0010373,1999,1
5,1999-10-10,27.0,made,21.0,-4.0,O.Mare,00-0010373,1999,1
5,1999-10-10,494.0,made,43.0,-9.0,O.Mare,00-0010373,1999,1
5,1999-10-10,489.0,made,22.0,0.0,P.Stoyanovich,00-0015791,1999,1
5,1999-10-10,293.0,missed,48.0,-3.0,A.Vinatieri,00-0016919,1999,0
5,1999-10-10,283.0,made,41.0,3.0,P.Stoyanovich,00-0015791,1999,1
5,1999-10-10,777.0,made,23.0,6.0,P.Stoyanovich,00-0015791,1999,1
5,1999-10-10,9.0,missed,32.0,-2.0,A.Vinatieri,00-0016919,1999,0
5,1999-10-10,653.0,missed,53.0,7.0,C.Jacke,00-0008080,1999,0
5,1999-10-10,479.0,missed,42.0,-7.0,B.Daluiso,00-0003841,1999,0
5,1999-10-10,667.0,blocked,34.0,14.0,C.Jacke,00-0008080,1999,0
5,1999-10-10,879.0,made,31.0,-14.0,B.Daluiso,00-0003841,1999,1
5,1999-10-10,701.0,made,29.0,7.0,S.Christie,00-0002975,1999,1
5,1999-10-10,10.0,missed,36.0,3.0,S.Christie,00-0002975,1999,0
5,1999-10-10,900.0,made,33.0,-7.0,J.Carney,00-0002655,1999,1
5,1999-10-10,461.0,made,23.0,4.0,J.Hanson,00-0006800,1999,1
5,1999-10-10,598.0,made,24.0,0.0,J.Carney,00-0002655,1999,1
5,1999-10-10,832.0,missed,47.0,3.0,J.Carney,00-0002655,1999,0
5,1999-10-10,266.0,made,42.0,-14.0,W.Richey,00-0013699,1999,1
5,1999-10-10,443.0,made,43.0,-11.0,W.Richey,00-0013699,1999,1
5,1999-10-10,633.0,made,42.0,7.0,R.Longwell,00-0010072,1999,1
5,1999-10-10,791.0,made,41.0,-3.0,M.Gramatica,00-0006223,1999,1
5,1999-10-10,419.0,made,36.0,0.0,M.Gramatica,00-0006223,1999,1
5,1999-10-10,61.0,made,49.0,-3.0,R.Longwell,00-0010072,1999,1
5,1999-10-10,540.0,made,38.0,0.0,R.Longwell,00-0010072,1999,1
5,1999-10-10,900.0,made,36.0,-3.0,M.Gramatica,00-0006223,1999,1
5,1999-10-10,366.0,made,43.0,0.0,R.Longwell,00-0010072,1999,1
5,1999-10-10,288.0,missed,45.0,3.0,R.Longwell,00-0010072,1999,0
6,1999-10-17,894.0,made,38.0,0.0,W.Richey,00-0013699,1999,1
6,1999-10-17,436.0,made,34.0,3.0,W.Richey,00-0013699,1999,1
6,1999-10-17,900.0,made,19.0,-6.0,J.Kasay,00-0009028,1999,1
6,1999-10-17,835.0,made,40.0,3.0,W.Richey,00-0013699,1999,1
6,1999-10-17,667.0,made,20.0,0.0,M.Hollis,00-0007622,1999,1
6,1999-10-17,55.0,made,36.0,-4.0,M.Hollis,00-0007622,1999,1
6,1999-10-17,48.0,made,24.0,14.0,M.Hollis,00-0007622,1999,1
6,1999-10-18,727.0,missed,48.0,0.0,R.Cunningham,00-0003762,1999,0
6,1999-10-18,499.0,made,38.0,0.0,R.Cunningham,00-0003762,1999,1
6,1999-10-18,183.0,made,27.0,-3.0,B.Daluiso,00-0003841,1999,1
6,1999-10-18,4.0,missed,41.0,0.0,R.Cunningham,00-0003762,1999,0
6,1999-10-18,5.0,made,21.0,0.0,B.Daluiso,00-0003841,1999,1
6,1999-10-17,789.0,made,20.0,0.0,J.Elam,00-0004811,1999,1
6,1999-10-17,900.0,missed,53.0,3.0,J.Elam,00-0004811,1999,0
6,1999-10-17,108.0,made,50.0,-3.0,R.Longwell,00-0010072,1999,1
6,1999-10-17,890.0,missed,43.0,0.0,J.Hall,00-0006662,1999,0
6,1999-10-17,504.0,made,45.0,0.0,J.Hall,00-0006662,1999,1
6,1999-10-17,194.0,made,39.0,3.0,J.Hall,00-0006662,1999,1
6,1999-10-17,679.0,made,31.0,-6.0,M.Vanderjagt,00-0016830,1999,1
6,1999-10-17,900.0,made,18.0,-3.0,M.Vanderjagt,00-0016830,1999,1
6,1999-10-17,17.0,made,27.0,0.0,M.Vanderjagt,00-0016830,1999,1
6,1999-10-17,263.0,made,20.0,-14.0,O.Mare,00-0010373,1999,1
6,1999-10-17,821.0,made,33.0,-11.0,O.Mare,00-0010373,1999,1
6,1999-10-17,468.0,made,41.0,1.0,A.Vinatieri,00-0016919,1999,1
6,1999-10-17,86.0,made,45.0,-4.0,O.Mare,00-0010373,1999,1
6,1999-10-17,7.0,made,45.0,-8.0,O.Mare,00-0010373,1999,1
6,1999-10-17,900.0,made,39.0,5.0,A.Vinatieri,00-0016919,1999,1
6,1999-10-17,900.0,made,41.0,-8.0,O.Mare,00-0010373,1999,1
6,1999-10-17,805.0,made,34.0,5.0,A.Vinatieri,00-0016919,1999,1
6,1999-10-17,346.0,made,53.0,-8.0,O.Mare,00-0010373,1999,1
6,1999-10-17,235.0,made,20.0,7.0,J.Hanson,00-0006800,1999,1
6,1999-10-17,783.0,made,49.0,10.0,J.Hanson,00-0006800,1999,1
6,1999-10-17,517.0,made,29.0,13.0,J.Hanson,00-0006800,1999,1
6,1999-10-17,29.0,made,30.0,16.0,J.Hanson,00-0006800,1999,1
6,1999-10-17,547.0,missed,49.0,5.0,J.Hanson,00-0006800,1999,0
6,1999-10-17,810.0,made,47.0,-1.0,J.Hanson,00-0006800,1999,1
6,1999-10-17,103.0,made,26.0,-2.0,G.Anderson,00-0000313,1999,1
6,1999-10-17,13.0,made,48.0,-1.0,J.Hanson,00-0006800,1999,1
6,1999-10-17,549.0,made,25.0,0.0,M.Husted,00-0007983,1999,1
6,1999-10-17,900.0,made,32.0,3.0,M.Husted,00-0007983,1999,1
6,1999-10-17,63.0,missed,32.0,6.0,M.Husted,00-0007983,1999,0
6,1999-10-17,729.0,made,46.0,0.0,C.Boniol,00-0001460,1999,1
6,1999-10-17,900.0,made,28.0,4.0,N.Johnson,00-0008593,1999,1
6,1999-10-17,858.0,made,40.0,-7.0,C.Boniol,00-0001460,1999,1
6,1999-10-17,212.0,made,27.0,11.0,N.Johnson,00-0008593,1999,1
6,1999-10-17,3.0,missed,32.0,-14.0,C.Boniol,00-0001460,1999,0
6,1999-10-17,658.0,made,41.0,-7.0,C.Boniol,00-0001460,1999,1
6,1999-10-17,365.0,made,37.0,-7.0,D.Pelfrey,00-0012742,1999,1
6,1999-10-17,98.0,missed,41.0,-11.0,D.Pelfrey,00-0012742,1999,0
6,1999-10-17,734.0,made,43.0,11.0,K.Brown,00-0001980,1999,1
6,1999-10-17,496.0,missed,42.0,0.0,J.Carney,00-0002655,1999,0
6,1999-10-17,525.0,made,40.0,0.0,T.Peterson,00-0012875,1999,1
6,1999-10-17,782.0,missed,48.0,3.0,T.Peterson,00-0012875,1999,0
6,1999-10-17,333.0,made,28.0,-3.0,J.Carney,00-0002655,1999,1
6,1999-10-17,3.0,made,41.0,0.0,J.Carney,00-0002655,1999,1
6,1999-10-17,35.0,made,19.0,-21.0,M.Andersen,00-0000282,1999,1
6,1999-10-17,844.0,made,22.0,18.0,J.Wilkins,00-0017693,1999,1
6,1999-10-17,619.0,made,49.0,21.0,J.Wilkins,00-0017693,1999,1
6,1999-10-17,518.0,made,25.0,-31.0,M.Andersen,00-0000282,1999,1
